benchmark:  PikeFinance
no access for tx:  0xe83b31b7fd2be7e438876f6e674fc24f05e742b1c501d7f44fd1114e5509b541
no access for tx:  0x0483052d47d7485dc6c5041809c0ed20292180fd2f8fbd26c5faf9848b0a79d3
no access for tx:  0x884a7ecf56631b0a6156635ade4024a36629a566c5d3780ded66e03cbab676fd
no access for tx:  0x94821a37d31b047e954fb918599aede525873d34aaa075f1cafd130f693bb582
no access for tx:  0x3c230431e1ce7acfcf0c4eafcf253a0300385a26f1a186304cd8992efeb0e400
no access for tx:  0x8e319bbc21d35fede41d85b09b813663a698dbb23b578c8022ba6916f2a4626a
no access for tx:  0x8737b68ed6b43085bcab0f5e2ca73076f92044819d308872633d0d144947b5f9
no access for tx:  0x14e1654a1125b071e0ce431d3564ca6bb305c5fe9aae6ba3761069b8d546e6c1
no access for tx:  0x39f790f987d86f813b6101e4f08667b405afe38e66ab01e1910250bc77fb6add
no access for tx:  0x0fb0cec8bca666d84ac72b0c3e0195aa148bbf8f1d42d1b63795b912fd3b5388
no access for tx:  0x0c6184a704e029eee3847431687f0478d155fd3026070886894a57049b3728e0
no access for tx:  0x6a3d1cd8b242ccbe0f5c29fbe26b0f60f7e18f2fd0c71ab51aa3a770942daa51
no access for tx:  0x24dd386d2c8bf9b70c069007eac876e42ec16c946c0db8e90ee92f41b386b056
no access for tx:  0x4a46ab93cff3de8a30bdda2d7c2e983c3b9a749cd2c640c4c8717d6d0abadd06
no access for tx:  0x6df900960510a01bc48eac5b90cb29ad0281ca56182f916096b5eae8d1b984b8
no access for tx:  0x05ea6a11e7ce632faaf7bc0ca3d6d15780c84ed3b761cc8bd98afd9a291019c8
no access for tx:  0x51c6c37f46d4b2b63591c96f60e08d66a8315c703d89a6091d9f4fb8573f7791
no access for tx:  0x6d10f8e28a2bb2494994b22cd6ec8f3833f84b576921093d1245a4ae8226c43f
no access for tx:  0xae03ffff9986d24322574daff7d88b49eb0a97c0062ff74ea3cf5e7687b4c461
no access for tx:  0x306b8bbcb93f06cc3ca37006b92d4bac22f642fc3641ce45e19606a8b31446f0
no access for tx:  0x2e4a4531b8b56ea14766e369e6fa2c23772e643e783938f7cb0250695e03361e
no access for tx:  0xb1c2787aec0cc4d467438bf492e11a513b4d09fec641c268234ebecbf1d016f6
no access for tx:  0x672fc8111f350627113af9e5cf46fc9137592f6d10fcd046f81f202f5dc292d5
no access for tx:  0x7dfd6b14c23aac90d6e23ced5d1b47d73a1761b8e7020b2bd2aa672ba0959e42
no access for tx:  0x62bf6e38b15c997cb08121679b9ea2b798c1b091be589b0700d16bc3c01bda91
no access for tx:  0xc4436179bac6ac7ceca05a2d65bf1f165036c1ed10305018c37676c6919be82e
no access for tx:  0x13b2085b2a9af9756c5f582771e1773be7f10cdb89809925b3c89f8fda925e54
no access for tx:  0x4cd6e0da8a41dc86d0c4dfc1d689173c4743c96d8e8bca7d98384df264121aa7
no access for tx:  0x334ab3a398d06023b5d9d63ce725fb085eb8776ea5622cc15e9cebaffe211543
no access for tx:  0xb52c4f93f448323fd006848f851825e73d9a553c0b8b30b09946fb1aa7f7a591
no access for tx:  0x059ee69bce00fb6d2d4b765ea08364c686665593964d40ba062bf2332237393a
no access for tx:  0xc4433e313f355d5ea1a404335dcb0ab1cdfd846b6aa829391e27cddc9dd7d66b
no access for tx:  0x1dd8d16e5113f10163f88c7e1bf9dc54c8119ecea3ce528dc21e54858388cab8
no access for tx:  0x09dc2e79a1f1cbaa3cd8b3249f8de8da117ed7d8a1f56d8dd9357df38bcb24e8
no access for tx:  0x47ed267fc67ff296f5b99ebb8b1369af547bb61b22ba049f3ce7bd4d8b340876
no access for tx:  0xa51a3ef38e03f6277921f3b5a8b8203cbf3573cfc8c3a731df02f4a276c8fb8d
no access for tx:  0x33fb05a955b2921a4607ff7169bc1f0c67676ee0341d69f332abf79c3eb71722
no access for tx:  0xede42bb5b14ca4f21f13bb13e3ff17f6bf281e5680cc3f6a7fa9fbf510e4dfe1
no access for tx:  0xcc1b4515453c991aeb76df403fa019dfa6022fb4f847e1493f7bbcfe0fee5944
no access for tx:  0x0336fafb6876e882725769f24ddbfed009d6dea961e3b994ffb60be7d2346536
no access for tx:  0xb5aae1287bee2ab4358874733246619992272a0bf0259ba9df55ca9c8b2a819d
no access for tx:  0xe23f1d413c6546791535cff7f8cb4d96ec92c77e156909558ac50a8e6d9b4616
no access for tx:  0x9156a7b6afc001024f3972e81545f242e9c18373f9a2e292e6d9316021d0fa56
no access for tx:  0x579ad07930b034076759cac0ab5ee1b2ece28ebbb2199eef245ccc806c70efbb
no access for tx:  0x06d208ae50625ac617b78007f0913dc2a848abd660dc7ee46e3cb7a774e9d59a
no access for tx:  0x3c004e4a07100098dff9ae0af9110d285ad3abb9ba437fca1524510c411c9ce7
no access for tx:  0x011eed0c765a11063c550df3b41620a69fd3b4edc831569436b952e3ff0bc0e9
no access for tx:  0x0466985f4e5e1c3b203bd564c1c1ba30c606f8d1542c33ee7b315c7f0ce23114
no access for tx:  0x8fc97c741116aa9c902b0fe1ce9aee71716ac172afd2b3b8fa523902503dbb6c
no access for tx:  0x6f64bb96172796992b07d6efb434bfb1d9ac437beffc7d71fe6dda3ba5baba73
no access for tx:  0xf2fa75791b5501726b2af30a6a937d67b0e183681d2045437e57b7d64b7918ae
no access for tx:  0x436c269737e159e2b52acc87a02bff31cfdf944eda1d04b7759b84947d2fe1ed
no access for tx:  0xe1fb42889d9c69e8c69150866a3b527e6f5a44b05647cbc5454f302047f45036
no access for tx:  0xcdbf3a83e0108a56ff860a3381f33acdccc8ee00462979f703e184eb64abbbad
no access for tx:  0xcc09793821e58eca63e3bb750de68e618d42eba6252f19aeb425a5d94d2490b2
no access for tx:  0xa0dd1e9fedba7f32ba329509e945bdcb7626643fbd8fe4989ee7262aff966365
no access for tx:  0x071eaa9c36f4c7fa909c936c9d4980735aefbc4f65ba2286708cd964c4f38c4e
no access for tx:  0x65e6a5f15159baa73768f38b8e846495e45ebd1be21eebc4b8e52fbd318e6eeb
no access for tx:  0x93c8c1b6025f662f48bad6e8ee402ae63269640b1ecda574aeda7e6600334281
no access for tx:  0x95a8e703da72477374f299c529a96a432c080988feab01010977a5fa853851ef
no access for tx:  0x10ff28e2776d61f3389619b9e570ff1fdfbf76bf0fdac249b1d9632fd989e02f
no access for tx:  0x33912a8186c2a6718d9d14bb8644e05970ec43690ed5b714c563e9b8a6dc3f1d
no access for tx:  0x1086321595a20558041f32055a313129a7e0a5eca47a047e5017595bda24f709
no access for tx:  0x99fe35c4bd3e18821e45629c76b4c5bf6494224ea6ad6b15404f9b088879b296
no access for tx:  0x483713fed378ba23df4487f145ba82a7543f7de1e39e33c18aefbb01742c8f3d
no access for tx:  0xf2ad9ce51206ef924c46b22d7ae06a2d10faef6ea38f80c8574e2e14a3ccedd9
no access for tx:  0xe6404c50f85f5301388e719ae617824a87a3362d62acdcaf778e332c57d1ddfa
no access for tx:  0x943bc5b0ad9fda60ae0d6cf4d35a405ec1cba1edf35690591b7848afc6bd2569
no access for tx:  0x4a013ec3ec13089047030ff3fe34b377c3fe2c454143861fb2db1fa973ea9531
no access for tx:  0x53f715790bcd08e35ae0111d0af7388eeda27e5f7597557debe804ba02c90356
no access for tx:  0xa4e51d0ac4935605b3a15dbdd4aeea937246d3aacf345a4c78b032dcb9979011
no access for tx:  0x72a0dc6b5769fb653cab3a7ddaf6fa3f30936324a1883af3c6539d58be8f0507
no access for tx:  0x52213919e6eb8ed3f242594590c82a4bd823c384155f5b04028ea2317b80ee67
no access for tx:  0x52bdf4e6cc778b550c48ece1904e5706b26d3865c05683bec285b2dfc65b49e7
no access for tx:  0x1eb9dfbc8880f01103548d630f1e358bdede283fbfbb3eabbfbc5e531860093b
no access for tx:  0xc26d2f8efd363829410ae74c44644da2be07aaa6bfc4c3b22410bfaeb2aa558b
no access for tx:  0x97762a889f20fd9d0dc328d44fc494449a56c1835b131403e7fdbc03016b1bc0
no access for tx:  0xcf38daf33d10534ee106b1adf5bbfd350695cc09ec0b820aa576152386d811d8
no access for tx:  0xb7f7849ae1d0222d0dfa73cd0cea423e37d8b31b15927dc96d800dd8002915c0
no access for tx:  0x02238ed727716a03c948184fe23b2cee031a7d355c5545fe5898195e30af7445
no access for tx:  0x499233a01163b48db221a0068a17b6872e6896e15223570aa2ae8e661fed521d
no access for tx:  0x2d77e889dc0e9bab2dd05c940d620dced23e24def6ec71fdbf7795e78b7f1812
no access for tx:  0x5ec2baba39817aa9fbcaebf73d815b01910c4c5110b4b626e7e921d9640a7232
no access for tx:  0x970d2982f40828da16ad0b96cbaa7b3cefe4b8306765d61c7968062bd6213cd0
no access for tx:  0x2ac4c4265777a894f03da96903fe8aae3aaf07a6138fb06b1cd295f4a2531e48
no access for tx:  0x26ba7a282b0569ec3b24a7cbe6325a1b4b4feff3bbe1a0be719979bfba7a661b
no access for tx:  0xe3fc599ba5ac42fb755c436649605b177867d45fd51e119e052c72eb7854962e
no access for tx:  0xaa212fa945fea55c4052b5f3fd13b49ad839d5c30480992d7e1542a645e20418
no access for tx:  0xd83602f9a65f0560643c9959e060afb780985741733e5d293a0de6e436455f1b
no access for tx:  0x324bdd449c73b59ce41b059e139201c25bae43669b5edc01cd050bf8ef0767df
no access for tx:  0x6f3cc6476a660913b9c0bcf94dc71fd9afce1825849812ac1fa00ac1c5880375
no access for tx:  0xcb9075ea287e5954424890d466a7fca8a82a4d4d43136ae49f1e0d1d2e9ef716
no access for tx:  0x84908af3fb74f1d5e22ff20ae25f80ba6311944792d25c4c4b987311ec805d65
no access for tx:  0x2bd1d56ee05dc4f9f010904900c808e2444f4c6315ba93295ed1b949bb5f906d
no access for tx:  0x524ec2ba5b9809f8f8116e2cbf25c15a32fcdf43dcb04af381351d0cf41e188e
no access for tx:  0x959438f3d080d4b18e930a5cf5665a8fcb53788a1a9ee4075b2eb13dbe190de4
no access for tx:  0x852d93eaa2c52b793ffb6270f701eef932c3e42528635a1dce68d15a327f858e
no access for tx:  0xf71a97bc173f6fe8e14c7733f9d428b7bb40d53dfa7befb91ac689f5d96cc2d8
no access for tx:  0x7f67ff8c72970bc8e370f3d14886f82020ff0305651e5db48131ef8b6d1e6832
no access for tx:  0x72c5c359646e95159fd903b2809fd5261e98d4a05f88889a2c83d7825b894200
no access for tx:  0x69def5daad8e4f0f404fe167862696fa4de058d5eae32eaa896e28e97731d81e
no access for tx:  0xa54e43150c75070109854e30d7d783e8844023ffa5be2c88e704c9138b8f05e8
no access for tx:  0x68195dc6aa7beefc75367094e2c96093ee52bb06b13430fefeb3d736f67ba89d
no access for tx:  0x92c8537a4b0c5b1ade64b529c0be36493d38b2ca0482c0dd235a1903d2d2cb63
no access for tx:  0x0e555a3196ddaf5ebbd63fb7a05a4020a218caa6dfece38b706b10481e9b7a61
no access for tx:  0x7f595cf9b866bda50b541c225c0edb032f675b2c89c4c9044a282df251be2545
no access for tx:  0xf5196d9f71a68ac275553a314396562435dac7b7af9fd5aac4396568c348b695
no access for tx:  0x4c8dd4179b4e6ba30be132efbe8fb38b7d2bcafc6e52f6e736febdb4485d5704
no access for tx:  0x6632a64804f3432450c3ba10bebe67eab2327c879a2aabd2c763fe9371d21f0b
no access for tx:  0x25f9ce2a3769111546ef5a0933e9cac5dc905d1fd8651b234c1a112528fc045c
no access for tx:  0x4ac428049c2c2b29a2ba9c7fdbd902f75fcdf2051f11f96863ea927bb894d68d
no access for tx:  0xca9a44521e7e3936e29b3cc9beb9dba047587f67b4154b5211d88409712191a6
no access for tx:  0x8520bc9527d9be396de071fb23df34a69f74e8bd4fcb387401aa3250755fca08
no access for tx:  0xf58433bb9732ee244ced6302289c5f500cfd36f13f3d02ce076b3d20ccc48827
no access for tx:  0x6122edd2c00d5257f7f71d0cf3c9410241d380aea9173d1e2ef003754f97f418
no access for tx:  0x80980eca12a29a75b5f3dd40a818d5116ebf58a9a1599ecdf70dcfadea0b999c
no access for tx:  0xcde9b294b0daa71c5ba237049b283e64778013a59468310be939d8cfa39ff678
no access for tx:  0xdb511e2193e6697517f4b66a94eb2b083d3a3a7dba60843b663f3960a1fac670
no access for tx:  0x1f875191bb9e8fbefcfa0d7de64a5431c323f733771ded5e0e4a1672c81d49ae
no access for tx:  0x0419b07af9e502c5e749b96a04fa02891288c0e36afea884d3a4f3487ce89e3b
no access for tx:  0x5f27a36f643afd4284e92dce69992295d2a06c68053774d14c2ca40f3726c18b
no access for tx:  0x7bc1e72329c527c6f7d3c55a908206ce5548d24281225e2496ffd59d365779ee
no access for tx:  0xb752b47640fdc2112306b930d86b0c70d102db264e2e9e6c2c2105d8a687e80f
no access for tx:  0x3b5875df3dbb5e3db0de9d451192817f4a580c8c51fe7c47149eb69448aa2d6d
no access for tx:  0x2f994a62057112e1a055b018969861b3b3d70faf78352f6ed91f7fe2d689083e
no access for tx:  0xe55ce0beca7775bd427ec919d8cb19e189afad7f3c6ecdceb2d76360668e0cda
no access for tx:  0x762c7a2a4461a8c101b636deae9a210fb77591e891296ff0f1ca9ce7bce6c846
no access for tx:  0xc45b3299389ce25662dea3b684905332ea33150145d70a94c5054c66f82aec03
no access for tx:  0x51ba31395f553fc7ed0d0964533ad68f2b6382e437b3ee0ffe687b6105667422
no access for tx:  0xaeca7630abca81d3520b34c76275812628d204b46ff6a5fe29760fbba342c350
no access for tx:  0x656694a057b83b6abfe9d8b7cff4ed3ce78f18d2715b18490dbb1d1f190b34ce
no access for tx:  0xaf7a60fc686b48260795b808d02d7bb6cfb59196630c2f872970ae0643670400
no access for tx:  0xbb478d9ce8471c8f9e4d8081adc168aac212453130282d43ca37276f5482fb04
no access for tx:  0x65c329fc2cf6a1c456c62fa967377a728f6483a19e5b6385ecb8e761d0997fc0
no access for tx:  0xca40884e434fd8a29e3e38785f3449a2d78651c6747d6258fd933301a3badf26
no access for tx:  0xa617527e493298d872d6d95b5f2ba31de57e8e9ae84645eb8524cee71b2e987e
no access for tx:  0xe7cfdb2d15c009351d4ebf1d9ca237c8ef307218916363d3e4173c709fa470c1
no access for tx:  0x09e90436625de6852174a3714b468227bfe3093b4d4d32fc818731753b20976e
no access for tx:  0xf407b19e2bdf53438ac5e7a7bee2a96b58ff891df710bede43c9a55b393342c3
no access for tx:  0x351317387ab93bf499409f28cb97ea05469970b128550e6373907cc7a3b0986c
no access for tx:  0xbbbc11ade13f768bca8faceb5cf17afe42dfc245ccb192baf42a0653cbae8f8e
no access for tx:  0x26473e25f0b393f2d513f42b672181e313243bf881dbb325b1f522026bd6293e
no access for tx:  0xfa47401b12fb06381a2cdb825c5c5295240b0900f2438d17cf54942212502d7d
no access for tx:  0xcdb80318a94e1d363589c6a3b2c83812e9c0a59e3e96459fdb3f2dd32cdb6868
no access for tx:  0x1864f65ea5f35303fe4410ba3f71ec814b263fb3543c7f14fdc2e7475db31d96
no access for tx:  0x308f68268b143549af246ac02649bdbf3b64bbf9bc3d770f4cc25f80bf076b45
no access for tx:  0x1c3380838af57918174213edd1ceebfb97b333449433522c5f45c43ef22b9694
no access for tx:  0xf33778b9a3a2489f66fd430de3cf6e168e82999634e0fb42e0198775f6c7f0e6
no access for tx:  0xee5ad2b012ba30458576d6a975876794a4b6dca62253bde298d967c4316ffb3b
no access for tx:  0x9dc3a579c5af5593f9d649d32e144c5b6b9f944bcd48bd1c617b7f1fb38443dd
no access for tx:  0xc36fb488326fea57c9564ff99021fc074e181bdd20fec0df0f870315b04f1b37
no access for tx:  0x744c7ec0aae5271d7c6c95682b04f903fecd699ad8382da7a4266d4cfa839b14
no access for tx:  0x3c01b6a79f19b273d1dba677d3cc8930daa9d7ba149118619c7eab10f0acec4d
no access for tx:  0x25c7c37c07c1cacf52528f4397f80dc839ddb1fb538438de0d1e7001b209e50c
no access for tx:  0x92be6282394012b38201adbc2eb39afbbb90b47a0e6d0f307fa29b73b19c2f85
no access for tx:  0x9f89760287cb661006d5f6d1527eb1417c20a8e074a0a8ccf0d62688c75b8a69
no access for tx:  0x31786864f51d9abaa64209956cc47195fd58885b581baba0850e31b8f2b37061
no access for tx:  0x1c7240fd2bd45f07b16a51beb6ff60a69a390366e2623b71274b97be9b497973
no access for tx:  0x232152db8e5d0e45fab9a2d2bab358aaacf74f3ac28e776e8352a263cae48351
no access for tx:  0xaccfe5a657d065959f56eff4602377482ac588b0cf48b3484cbf5023e1873632
no access for tx:  0xfec72daf44231dd67401f57f81e48e951af4215bd0dee20f2aa9f37db24f6faa
no access for tx:  0xfbde2fff5274e1c05c8de8f3cc8638ba2a05e7d74cf4d25c5fc66052482fb9d3
no access for tx:  0x28482d5a255600a19251bea4b7b2f88d5062119b7979983ca3b07e1521f08e22
no access for tx:  0x8ba13c950b586bc2b455810d479fc3e8505c9d8eeab07c5060010a5b58251a10
no access for tx:  0x7e8ed16c4f9fc9988a21d4ca0d48bb7037cc7b9811b202ce68a6729b68cf6bdf
no access for tx:  0xd001e3d210f8feed4d91b0c7b7e650524e80ed27b2c441b9faaae8ed19409f6b
no access for tx:  0xdb5d5fea427720ed7c0c9f4fa8e2cc35820260137ccef4098596b3df2c2ddeaa
no access for tx:  0xc52e56f07e94ce62c0c92a7cea351d246861af910c8514f4202b4ea0f58ff1d1
no access for tx:  0xf501b767a156b0c27433537c53e18ba6198c404e17b2fb5dea880e6a7dd8c530
no access for tx:  0xe943f5bec5c02e7a4b214c33e995d652de757ef0b283ed6574f25352419650bf
no access for tx:  0xf252c5230647c1deda7c4a01e21a042187a29068e0a35dcff9a83b026ea6c6b4
no access for tx:  0xa570e68f990f4e746eb21d57f0e1c98815570d987dea9b0dd61828124f74d829
no access for tx:  0x74c064a66d9971dd69c9074bcd6692f01e0436fedfff058d2ec4115e76d3b238
no access for tx:  0x908be1bf00a8185f88f209b53fbff825742a081ef9e64e26e2892b190f973b12
no access for tx:  0x278528bad4cce80335f4d852185b52ca2a6cfb4b2fc669ff3637cdaceb154b10
no access for tx:  0x8e18042e3a872cad602723dc9ffa2c616eef9b32eee045a63a3b42550ca08169
no access for tx:  0x91ef977f6036cbbe03477a091334c21b7fb6de331814fdaa2631decb93040787
no access for tx:  0xf0863c98d2e206e2e438f9d75135cda8d0572d1b34646d10f4d843539220f090
no access for tx:  0x3f8a0dd6d74456a090a746f7d74db37812fb991ff296e34f33dbdc4caf8d438f
no access for tx:  0x99f02e165ce5c16783c4d045b2ffc9850229d7294cdad6f32a026da196518f41
no access for tx:  0xfc599a6608b7e2ae756a4dc16dc1d8996e82f4e9ac464c22b0d8cf5eab90a24e
no access for tx:  0x0f0a26fdab0c5e0cfb4221dd0a2e77e993beac8fefdea3ddc10ed9bbe686ee0d
no access for tx:  0xaaa33cd99da81ac5847a836735cdd9ec4d947deb28c27163c608595c157788c5
no access for tx:  0xc643cc99c99359bc96fe12891bcf2cf8762a100389ce0086b336169d5aa7d052
no access for tx:  0xcdea1776ed6237e7e408c701d731cb375ed83acf8f959dd98e72aa6e2d4e16f7
no access for tx:  0xb5722d14fc40a752e427b7ca3631efb5e57cb3dfa1a2263e6a226111479adf3d
no access for tx:  0xa4ade7a1697b63fb109b5a877d594c82f9e55a0862384764c8124afb50a5a81b
no access for tx:  0x773face6b223e255785ba072e99f753d0d517f62d546e5bd76a27c1a1e34542b
no access for tx:  0xf789d94e1fa9114ae3a29b594919968c569562730d6dec8b9ea64d48e99ef948
no access for tx:  0xe97cdf7809c9b90698d642c46124090ec96f82e7418be2bb703d213b32cd88c4
no access for tx:  0xe057c9055b56ba97d6d586a1a747f4974a2af9a795221c68b1b41e032d017bac
no access for tx:  0x326342b0279b4ac297c9302e45f354f725732db3a2f9ca134f5303b98808d2a0
no access for tx:  0x37e61a476c8eecd3e25a72e7f6881119c4e853050ebab0d89e3b7e8b73ef67a0
no access for tx:  0xa7b20f86629aae1b476c375a47863173d1f448fa1a9a92b2371c0bf13555cf87
no access for tx:  0xfec1bec78595b9d10e9a887ec16cf5419d7de20beeefbc24a112a0a40534f8b5
no access for tx:  0x7d685029ee645e02339cc9171b725bc79d0825bf4bfbc7287a779e4511d6b2e4
no access for tx:  0xef6ebc559ea447827c2caf5effa7cac14fab5b2046eed8c78973de45642215a3
no access for tx:  0x51d9e6225ea711469bc88c5ed7590f53ce061b6d1dcde36064bb857b8b0eb810
no access for tx:  0x037aced0c985844959fa592c92369c11bf776cfc2f1e9e905efa89d3041bb8fc
no access for tx:  0x9ad4717e20bdc2301a118b067bb44b56a22b54498c86963d371aa78cfce98f8e
no access for tx:  0x8670891e087a9f3dc712f5169ba96526c0f294629339e60e3f56d15b5625af58
no access for tx:  0x1db35e173582213913bcf014d62103d9101f2f359bc21368a7243c5231e358c2
no access for tx:  0xaf6b8367474d45cdd10510ac432e454300b935a581b19c22f3e71b43322e3d43
no access for tx:  0x79ffed0543fa39eea863f250045a093f1e6c7083bef02071752dc3f3edf272c3
no access for tx:  0x8129466604bfd76f5984d8ae1b58498696b1fee6dac5610b6d5c333fd6eab805
no access for tx:  0xe0444234a0f35c22d0f24a4515ec24a3406f783b537591931b28b49b59e0c1fc
no access for tx:  0x5bda9ea9e21b49a5144381b9f1fb6288a6a9954c0ce34aa2502b034bae8e5165
no access for tx:  0xf97a024e3590733d731181d6aa6f3dd3f1082e86739f7ea3b9033572179498ae
no access for tx:  0x2d90da7b65424699a84ccfe53c968a260573213fb71712a6adc681db73e1b560
no access for tx:  0x3905e1ddbce2e428b26cd2e9b917946adc7ee994b1a56b9a4115305e9583a835
no access for tx:  0x1f931f7b7f33b224cf64dd52933614955cdc411ef5e2049eaac8a800b17d3da4
no access for tx:  0x0162e85459583d1190a734546a6837009a593155f9fb32d5febff3cef344a8d5
no access for tx:  0x59605db333249bf29db440f88a8e5834af000e825fc31cee2fd11c387035f793
no access for tx:  0xa69e253ab6aa3798fa3b7724184ea894350fbc95b4f51c9dd24dd2cbcdbab8cf
no access for tx:  0x550d57a76e2bf444af35403a43353a6df9388d9a9687ba2d6ee2caad4fa77b42
no access for tx:  0xb524774193dc2d2bd083741f8240b8c25867bbe7eca5be780b65c368276887ce
no access for tx:  0xddb88ffde04c695916dfab23200fa24f4c1024da0be07de5dc7edbd0af4e312c
no access for tx:  0x905df25323b41d9766d5f30ec38ea3aa5324a002c56b4306151b5dcc3d026065
no access for tx:  0x915c82391e6e2dfead845ead38d2ad878774aaaffa9ccc4194e83ca56012731e
no access for tx:  0xeb720d6f0e4f9890428cb0ed9c099da650fdbc35218387109a9c0b0dc59e73e8
no access for tx:  0x8e8f5de61b6e32941d255a0a4f2c4331b8db35b43f6663bb72d20711cad49a40
no access for tx:  0x538c2be58f1aa37970090153fbd3ee1fc2b5c87f8ee950f1a65f80a8f8652491
no access for tx:  0xc28f401b635080823e37a3e7af911b99c2e88335b0cd057448d61b9bc07f35b1
no access for tx:  0x9b95f9e33cde9ddc356ff3ca572d0f466c45a978c2f3d407308ccaa9137306b2
no access for tx:  0xa8fc32204ff9fd288f61d832e4db2d867b50778c890a0aa89bfa66828f7453c1
no access for tx:  0xc19ee3f8d700624fe9ac1b26cc86da90436ca565ecffcb4a9649e2e2312d9356
no access for tx:  0x4d5ba26265e6fb79d48aa5ab5977350864a980328f9a2041a2d36d3fdfa82bf8
no access for tx:  0x909114a98f83d3b07b11fd445dbb465e99d9314a32707c5d8738f8a7b781048f
no access for tx:  0x5c92222af41b375669d7580b894bd449b5e2132a501b91c292509855e8473b9a
no access for tx:  0x7efe8ba61775cb96c7305dfcf2662b02a7c6ce5f07445a468e9c7665e6c9c09a
no access for tx:  0x31754d5deb79d8ed8dbcac59b5f652f87330c0f4fdafbc0aeff0558b09c5d445
no access for tx:  0xb92970e5c1e028473e7dbf67443b587ab470313f9efe0a9096d12fad1d6447fa
no access for tx:  0x29cb544db044a59ce679697ea977da83705eba3c708b15f3cefe11cec15ee74d
no access for tx:  0x9afc0a9e68ec31c2df406e26e8dff66b3170013dcc10bec77cb9a2337a04625a
no access for tx:  0xed284a9c762bb20e377fdffd748ccc5795c0e6bacd51962da0abea3c45a9195a
no access for tx:  0x9e6c5328737bbe08d916b7e16033c4f022707afab56223789e01bcd67f144f89
no access for tx:  0xe789ccb4573e4077e7220a19a8eb9efe14d5267a611788302a689267d7752989
no access for tx:  0x1a76a783f07dad9d10e3d42925c285e1261418ad3d10d779d55602827cc2b84b
no access for tx:  0x2afe7116b5e1fb42d68ddd9c091c65d690040b3ff75c93627bffedd4510f407a
no access for tx:  0x670591ba609a9f6960a567e0fde0ae4db7d099d1059baa29ca1ea0e67d2caddb
no access for tx:  0x64f41e779e961afd7ccdab4dd971e5f68eee48e480e7ed3ced82d768097ab1a5
no access for tx:  0x211a4420a08985a361c01104e0549999c2b29e7cd252137544a60a9aff33229d
no access for tx:  0x82eaa1786bfb0c6a37f73f278aa9603ed1c00dba5fe75b2489a02fa139344e44
no access for tx:  0x2d6fca6b0eb3e0dccd8db94d6c49c72ae09598a59eee25b03f186dc48a467273
no access for tx:  0x94a166233e808651aded70b5949ffa1915f482837f2f0292d1377fe19697e92e
no access for tx:  0x452e73bcf4ac1cc81dd9f5f5532dd5eddc3f2cde4986e65f12310e3dd55f02e3
no access for tx:  0x078b668ba6f756d3e9a023a7e4f482e52bd34bb7fa1251c8baed5aa56acb8c33
no access for tx:  0x60e74637ff07b0e1eda156ec82689bc3c0cbcc61c5e7d2b5bc2b65a7aadce657
no access for tx:  0x81f0697dc6c08455aecc3ddf04924cab324bbce234519e34c7d5f88fbc55652e
no access for tx:  0xfe39dfd677f88640ff1fba9c71daf6e359b787ffd9e35529185fda7cb027d4f6
no access for tx:  0x4b9ff5cc296a23bde12062e4afcf2a63d1974b65fc9bcd7c01518aa041d7435a
no access for tx:  0xbe37e32e7bdf2e4f4814dfbcfab67268ef8db8ef98d3382cd8c0730fe986d211
=====================================================
=============== Access Control ======================
=====================================================
====== benchmark PikeFinance: 
func constructor has only 1 sender
func constructor has only 1 origin
func  has more than 5 senders
func  has more than 5 origins
func 0xfb5e556c has only 1 sender
func 0xfb5e556c has only 1 origin
func 0x8aaa2284 has only 1 sender
func 0x8aaa2284 has only 1 origin
func 0xf3fd622f has only 1 sender
func 0xf3fd622f has only 1 origin
func 0xdaecfa6c has more than 5 senders
func 0xdaecfa6c has more than 5 origins
func 0x695afa79 has only 1 sender
func 0x695afa79 has more than 5 origins
func 0xd29b4abc has more than 5 senders
func 0xd29b4abc has more than 5 origins
func 0xd8aed145 has more than 5 senders
func 0xd8aed145 has more than 5 origins
func 0xe23c5c7c has only 1 sender
func 0xe23c5c7c has more than 5 origins
==invariant map: 
{ '': {'require(origin==sender)': True},
  '0x695afa79': { 'isSenderOwner': '0xc933f7df0cf39909cec3eb4d507caabbefd45432',
                  'require(origin==sender)': False},
  '0x8aaa2284': { 'isOriginOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                  'isSenderOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                  'require(origin==sender)': True},
  '0xd29b4abc': {'require(origin==sender)': True},
  '0xd8aed145': {'require(origin==sender)': True},
  '0xdaecfa6c': {'require(origin==sender)': True},
  '0xe23c5c7c': { 'isSenderOwner': '0xc933f7df0cf39909cec3eb4d507caabbefd45432',
                  'require(origin==sender)': False},
  '0xf3fd622f': { 'isOriginOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                  'isSenderOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                  'require(origin==sender)': True},
  '0xfb5e556c': { 'isOriginOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                  'isSenderOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                  'require(origin==sender)': True},
  'constructor': { 'isOriginOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
