benchmark:  UwULend1
now works on benchmark:  UwULend  contract:  0x2409af0251dcb89ee3dee572629291f9b087c668
total transactions:  22954
total:  22954
now finish:  568  total:  22954
{ 'checkSameOriginBlock': False,
  'checkSameSenderBlock': False,
  'deposit(gasless)': (321, 17452637),
  'finalizeTransfer(gasless)': (4, 18255177),
  'flashLoan': (1, 15923537),
  'getAddressesProvider': (940, 16520939),
  'getReserveData': (2, 16241730),
  'getReserveNormalizedIncome(gasless)': (7, 16267785),
  'initReserve': (1, 18035578),
  'liquidationCall': (1, 18235295),
  'repay(gasless)': (7, 18339845),
  'setPause': (420, 15569306),
  'setReserveInterestRateStrategyAddress': (3, 16283736),
  'setUserUseReserveAsCollateral': (2, 18355368)}
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
Successfully stops the exploit using enforced short same function gap
shortestGap: 1 for func liquidationCall but current gap = 0
exploitTx:  0x242a0fb4fde9de0dc2fd42e8db743cbc197ffa2bf6a036ba0bba303df296408b
FPMap: ['checkSameOriginBlock']
N/A	N/A	13	
5 sampled FPs for checkSameSenderBlock
5 sampled FPs for checkSameOriginBlock
5 sampled FPs for SameFuncGap
0xc01337e83e1b8a281879a5c9d1244cd131208046fa6a3071bfae09def63db046
0x4b1cfcf6a8e62bf797c2e134ae6b0c814eeb45bcc6df9a436dd8e43a9ac989d4
0xcb1fa450af8474b55c5f31876e5d2c711eece50fc2597657aadbd7e1352730bf
0xe9c343319c71f317a68b535388cc376cf1ff4c7dab9c94953241580d43d6737f
0xb5e6817a8b862abb388b9074a5904988f684caa6d9200ef25b32dfe37990be88
=====================================================
=================== Gas Control =====================
=====================================================
====== benchmark UwULend: 
==invariant map: 
{ '': { 'require(gasStart - gasEnd <= constant)': 16502,
        'require(gasStart <= constant)': 863556},
  '0x00': {},
  'borrow0xa415bcad': { 'require(gasStart - gasEnd <= constant)': 1651122,
                        'require(gasStart <= constant)': 29068992},
  'deposit0xe8eda9df': { 'require(gasStart - gasEnd <= constant)': 817624,
                         'require(gasStart <= constant)': 29292732},
  'finalizeTransfer0xd5ed3933': { 'require(gasStart - gasEnd <= constant)': 1175732,
                                  'require(gasStart <= constant)': 13935754},
  'flashLoan0xab9c4b5d': { 'require(gasStart - gasEnd <= constant)': 1109827,
                           'require(gasStart <= constant)': 1125736},
  'initReserve0x7a708e92': { 'require(gasStart - gasEnd <= constant)': 176520,
                             'require(gasStart <= constant)': 201018},
  'initialize0xc4d66de8': {},
  'liquidationCall0x00a718a9': { 'require(gasStart - gasEnd <= constant)': 1368495,
                                 'require(gasStart <= constant)': 3206021},
  'repay0x573ade81': { 'require(gasStart - gasEnd <= constant)': 442849,
                       'require(gasStart <= constant)': 4182284},
  'setConfiguration0xb8d29276': { 'require(gasStart - gasEnd <= constant)': 23638,
                                  'require(gasStart <= constant)': 949758},
  'setPause0xbedb86fb': { 'require(gasStart - gasEnd <= constant)': 31690,
                          'require(gasStart <= constant)': 31690},
  'setReserveInterestRateStrategyAddress0x1d2118f9': { 'require(gasStart - gasEnd <= constant)': 43095,
                                                       'require(gasStart <= constant)': 1893440},
  'setUserUseReserveAsCollateral0x5a3b74b9': { 'require(gasStart - gasEnd <= constant)': 740845,
                                               'require(gasStart <= constant)': 987086},
  'withdraw0x69328dec': { 'require(gasStart - gasEnd <= constant)': 1510601,
                          'require(gasStart <= constant)': 21487685}}
For the func deposit0xe8eda9df, gas 15438363 - 14836862 = 601501
For the func deposit0xe8eda9df, gas 15080714 - 14571201 = 509513
For the func deposit0xe8eda9df, gas 14808174 - 14329291 = 478883
Successfully stops the exploit using require(gasStart <= constant)
For the func setUserUseReserveAsCollateral0x5a3b74b9, gas 14563379 - 14313273 = 250106
For the func deposit0xe8eda9df, gas 13899199 - 13359314 = 539885
For the func borrow0xa415bcad, gas 13565966 - 12994259 = 571707
For the func deposit0xe8eda9df, gas 12976175 - 12721166 = 255009
For the func borrow0xa415bcad, gas 13126345 - 12490094 = 636251
For the func deposit0xe8eda9df, gas 12474224 - 12227058 = 247166
For the func borrow0xa415bcad, gas 12616427 - 11996143 = 620284
For the func deposit0xe8eda9df, gas 11980026 - 11740582 = 239444
For the func borrow0xa415bcad, gas 12115638 - 11503235 = 612403
For the func deposit0xe8eda9df, gas 11487296 - 11255551 = 231745
For the func borrow0xa415bcad, gas 11430606 - 10996191 = 434415
For the func deposit0xe8eda9df, gas 11334053 - 11105295 = 228758
For the func borrow0xa415bcad, gas 11269221 - 10669987 = 599234
For the func deposit0xe8eda9df, gas 10653870 - 10435147 = 218723
For the func borrow0xa415bcad, gas 10767178 - 10175789 = 591389
For the func deposit0xe8eda9df, gas 10159671 - 9948670 = 211001
For the func borrow0xa415bcad, gas 10265135 - 9681590 = 583545
For the func deposit0xe8eda9df, gas 9665473 - 9462194 = 203279
For the func borrow0xa415bcad, gas 9764345 - 9188625 = 575720
For the func withdraw0x69328dec, gas 9311674 - 8895811 = 415863
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 8932713 - 8246314 = 686399
For the func withdraw0x69328dec, gas 8380559 - 8169377 = 211182
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 8298700 - 7722138 = 576562
For the func withdraw0x69328dec, gas 7844916 - 7642103 = 202813
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 7763058 - 7194865 = 568193
For the func withdraw0x69328dec, gas 7309273 - 7114830 = 194443
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 7227414 - 6667591 = 559823
For the func withdraw0x69328dec, gas 6773630 - 6587556 = 186074
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 6691770 - 6140316 = 551454
For the func withdraw0x69328dec, gas 6237986 - 6060282 = 177704
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 6156126 - 5613042 = 543084
For the func withdraw0x69328dec, gas 5702343 - 5533008 = 169335
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 5620483 - 5085769 = 534714
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 5173122 - 4645398 = 527724
For the func withdraw0x69328dec, gas 4719339 - 4585263 = 134076
Successfully stops the exploit using require(gasStart <= constant)
For the func liquidationCall0x00a718a9, gas 4657068 - 4134157 = 522911
For the func withdraw0x69328dec, gas 4180193 - 3998484 = 181709
For the func repay0x573ade81, gas 4064169 - 3939548 = 124621
For the func withdraw0x69328dec, gas 3992803 - 3868824 = 123979
For the func withdraw0x69328dec, gas 3920991 - 3777132 = 143859
For the func withdraw0x69328dec, gas 3828695 - 3707000 = 121695
For the func withdraw0x69328dec, gas 3759753 - 3641244 = 118509
For the func deposit0xe8eda9df, gas 3694376 - 3584339 = 110037
For the func finalizeTransfer0xd5ed3933, gas 3405721 - 3322195 = 83526
For the func borrow0xa415bcad, gas 3214362 - 2782938 = 431424
For the func borrow0xa415bcad, gas 2821546 - 2247505 = 574041
For the func withdraw0x69328dec, gas 2297013 - 1835149 = 461864
exploitTx:  0x242a0fb4fde9de0dc2fd42e8db743cbc197ffa2bf6a036ba0bba303df296408b
FPMap: ['require(gasStart <= constant)', 'require(gasStart - gasEnd <= constant)']
18	30	
5 sampled FPs for require(gasStart <= constant)
0x5a60ac02ff95788a2d13865f5d828a5ba861af18c70c7af50d7d0ca8eb852952
0x56b1c19a3fdc2a661be29721019652a9ed724fc2fabe65245d7f3102ba6d41b2
0x03dacf9c314053ee6b48f0fd48cd721e177bc7958dbfc991e2d6877c2c75bb4e
0xbb03d4279dfd43d45ef6f7c4f56756a3f116b1767485b071993b568e8394868d
0x15f30a24903e8162ec2a190f5c9d43b98c472db72cf971082825936d71447a7f
5 sampled FPs for require(gasStart - gasEnd <= constant)
0xc73347042c5a63c86e0b6e34a5a72edd537940bf97d4cee77025fafbb9ec79c8
0x615ddd9d18100d838508b5d4043dcdecdaf4b68825a4d43390b88715e2496ccb
0x96737df31afc145fd4fda428f5b79191d94fa7a2862b84200f595af24b6dfc25
0x11ef9d4e93621d068249c7c5df7b25a3bd42e79ed0eccf8e1a1904fe367ced0c
0xb5b6284013c2d6ba392e80d36657074ffe5b6d860fc757ce09a9060028a5975a
len(txList3):  19684
=====================================================
=================== DataFlow ========================
=====================================================
====== benchmark UwULend: 
mapping map: 
{}
callvalue map: 
{}
==invariant map: 
{ 'callvalue': {},
  'dataFlow': { 'borrow_withdraw': { 19334: [ ( 'msg.data',
                                                36,
                                                68,
                                                30000000000000000,
                                                19334),
                                              ( 16277,
                                                100000000000000000000000000)]},
                'deposit_deposit': { 19178: [ ( 'msg.data',
                                                36,
                                                68,
                                                500000000000000000,
                                                19178),
                                              ( 63023371183096,
                                                115121709625795559303143884)]},
                'withdraw_withdraw': { 3250: [ { 'Selector': '0x70a08231',
                                                 'addr': '0xdb1a8f07f6964efcfff1aa8025b8ce192ba59eba',
                                                 'gas': '0x5c473',
                                                 'inputTypes': ['address'],
                                                 'inputs': [ 'CALLER-0xd05b0898c8ac25f48fd5655e3b30040300d32e57'],
                                                 'name': 'balanceOf',
                                                 'outputTypes': ['uint256'],
                                                 'outputs': [ 10000000000459606365933],
                                                 'pc': 3250,
                                                 'structLogsEnd': 1257,
                                                 'structLogsStart': 357},
                                               ( 105757,
                                                 117204237627360078996463888)],
                                       19112: [ ( 'msg.data',
                                                  36,
                                                  68,
                                                  10000000000000000000,
                                                  19112),
                                                ( 9354,
                                                  56000000000000000000000000)]}},
  'mapping': {}}
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 301738880017013808137779682 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 301738880017013808137779682 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 301738880017013808137779682 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 301738880017013808137779682 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 301738880017013808137779682 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 115121709625795559303143884
Successfully stops the exploit using dataFlow upper bound
value 101131997123075646831277657 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 101131997123075646831277657 > maxValue 100000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 302200376034274362932317001 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 301351537234761565351305711 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 301351537234761565351305711 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 56000000000000000000000000
Successfully stops the exploit using dataFlow upper bound
value 585175512752194297946173754 > maxValue 56000000000000000000000000
exploitTx:  0x242a0fb4fde9de0dc2fd42e8db743cbc197ffa2bf6a036ba0bba303df296408b
FPMap: ['dataFlowUpperBound']
0		16069	6885
5 sampled FPs for dataFlowUpperBound
